Employee Id,Corporate Source,Branch Source,Funds Paid,Status
EMP-6e11c90d-c2f5-4b64-bf57-a73208ff10b7,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-0b4fa181-996b-44e2-a392-3b6b51a8fac4,30.58,processing
EMP-7f834ce9-18e0-458e-86f6-6b5ab9caabea,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-0b4fa181-996b-44e2-a392-3b6b51a8fac4,17.27,processing
EMP-cdd5bd40-c833-470a-a42c-b6cb1ab46c60,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-c18ce67b-a514-41d7-9626-9fb6c93eb385,47.59,failed
EMP-b418f6a9-1449-40d6-851c-52099fdbfc2d,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,42.49,processing
EMP-220cd2a7-4f88-40cf-9c03-41899d15e6ba,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,28.77,processing
EMP-26cb01fe-124f-4fd7-b4cf-df4c43d05f3f,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-ce86aad4-f030-47b3-b6f2-858c382437d8,52.07,failed
EMP-4c3be7c3-e11c-4ce9-af50-e6a3dd36923c,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-5a6fd430-c093-4ed9-ad8b-3ad2d25f4f8e,46.42,failed
EMP-ceb4f75c-8d72-443f-af3a-aef71b5234e6,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,29.62,processing
EMP-ec0c4719-a6f8-4bb2-b868-ed7c2a6fd99a,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,32.27,processing
EMP-3e7cfb63-26fa-40f6-9873-a37db90eb0a5,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,52.69,failed
EMP-60daa5ad-21eb-48e4-aea5-195467879c11,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,58.86,processing
EMP-5edce7f7-48b8-4d42-a54a-7661191117a5,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,14.12,processing
EMP-f8707310-ff16-4e74-862f-a790d5c8339e,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-3698d771-ebf5-47d7-8a55-b7910a5e61d9,49.17,processing
EMP-15edcce6-8182-4e6f-8039-9465a026b90f,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-5713fc98-f3fe-4a69-b9f2-f29ab079b917,31.16,failed
EMP-b9631665-d885-4439-b2e9-0331ad527593,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,14.94,processing
EMP-234f897f-c92c-4c30-9bb4-3563b066c177,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,26.98,processing
EMP-932be001-d42f-4c7d-87cc-fb7a87f86449,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-52b071ba-5b35-4743-b219-40230551cd8c,46.34,processing
EMP-c89b0bbc-8e24-4299-97f5-e2d7b6b1c471,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-022992c6-0e0c-4358-bf5f-d6bac61cbcab,50.75,processing
EMP-680061bc-8e10-48b9-8358-94e0a40b7160,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,51.49,processing
EMP-e3c7230e-fb8f-4ee8-a3de-60f8f9175be0,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,43.33,processing
EMP-59c77d6a-638c-487f-a3e1-677e42bb7e8d,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5a6fd430-c093-4ed9-ad8b-3ad2d25f4f8e,24.81,processing
EMP-8f7f2347-554e-44b6-96bf-664241766c88,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,26.88,processing
EMP-2811a747-c254-428d-b11d-4e71ac34fd94,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,40.09,processing
EMP-ecac6756-577a-439d-a78d-45f649f57f25,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,31.67,processing
EMP-0e8d08d6-f023-4361-8ec6-8417d7185df1,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-bbfbdfe5-0173-4613-8b07-aadb828e67f6,30.71,processing
EMP-1652d356-74bb-4915-86fe-aac2149769c2,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-3698d771-ebf5-47d7-8a55-b7910a5e61d9,16.58,processing
EMP-888ac54f-4f20-4d3c-a8ac-2c71d7d45851,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,29.51,processing
EMP-d3bf0543-4976-4ee2-9a4f-17a027b32785,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,16.32,processing
EMP-b4e03567-fcd3-4189-9afa-bcb68f4a517a,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-48d5e702-c481-474f-a8fa-0efead047955,28.46,processing
EMP-a9f58a16-e452-4965-9af6-0561fc014f4a,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-b932844f-34c1-47e5-b3a8-5cf78c321d65,40.90,processing
EMP-27916c06-7c63-4380-8043-9c544a90c839,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,19.91,processing
EMP-4a2a1377-7f6e-48a1-a830-048b0339898c,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,83.62,processing
EMP-da63fe17-2243-4ddc-b35d-29f98bcece6b,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,28.38,processing
EMP-460403b6-181d-4287-aea5-a154236cefaa,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-a4150398-52f2-4797-b0af-26d88b30cf39,48.08,processing
EMP-4292c938-8421-4c63-8bcf-2e8410e89144,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-ea093494-a5bc-4ecf-b4c1-9f6b0eabec86,54.31,processing
EMP-41d2b76f-4f11-41a6-a3fe-3bc9ea5b1641,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,9.71,processing
EMP-9f86434a-ec78-454f-8820-db3acbc9464b,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-ce86aad4-f030-47b3-b6f2-858c382437d8,31.38,processing
EMP-429e0eff-fc00-458f-98c4-e46740cfa855,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-a4150398-52f2-4797-b0af-26d88b30cf39,22.71,processing
EMP-e2f3f07d-41ea-464c-b688-d069d573a342,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,21.21,processing
EMP-399b88e0-2f42-4cf0-b95b-9aff4e47235c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-bbfbdfe5-0173-4613-8b07-aadb828e67f6,37.77,processing
EMP-fc513c40-3346-4d40-ac4d-df555ee7e98a,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,23.18,processing
EMP-cb0baf3b-6c72-4909-a46f-8e19740154fb,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,39.58,processing
EMP-f0b7813b-a122-4bd1-b77d-52013ec9cc14,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-bbfbdfe5-0173-4613-8b07-aadb828e67f6,23.99,processing
EMP-defa49c9-98b2-4b76-966a-763fbc6f209a,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-94dddc86-cf93-4d41-b082-363d23a21e00,36.04,processing
EMP-99b0af37-3dd6-44c7-9492-568abd60641b,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-d424bad8-3cc3-4d65-ba9a-77c14face820,32.84,processing
EMP-a665add0-15d6-4a82-b968-b6dcde9163eb,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,22.89,processing
EMP-91ba89f6-ce84-443e-b9d5-ed392dcdfaaa,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,41.56,processing
EMP-0ce12c55-602d-4041-9265-e41f79314db2,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-6bc356d6-e508-4b82-9801-8129878dabe2,14.69,processing
EMP-a78559ba-3b81-4020-b979-51cc5860096b,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,43.11,processing
EMP-761cbdee-7f45-4094-a943-10a00ab59d9c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-48d5e702-c481-474f-a8fa-0efead047955,29.23,processing
EMP-0933673c-361c-4f96-a857-630b696ecbaa,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,36.81,processing
EMP-36dacf3c-c1a0-4dcc-87e5-cdea60aab43d,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-48d5e702-c481-474f-a8fa-0efead047955,24.65,processing
EMP-be5a2186-e14b-4427-9881-b53a60339367,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,29.26,processing
EMP-1e7de334-4256-4658-907c-b4aca4c700d1,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,38.33,failed
EMP-24dc25a3-5fcd-40f4-9875-19fe26d4314f,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-14529809-f882-4603-aef1-dd0a3396c148,41.27,processing
EMP-3da9b216-34cd-4e23-9140-766631c94bff,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-7a16eeb4-c285-479c-b905-b6f7819d2cc0,25.45,processing
EMP-2381febe-fd56-43fa-8874-2d7c9ee2cdc2,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,8.32,processing
EMP-5355e5c9-3119-4da1-9cbc-e3cf21d11d2c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-5713fc98-f3fe-4a69-b9f2-f29ab079b917,31.48,processing
EMP-71eb1fb3-cf01-489e-8c45-5e73ecdb0c2e,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,43.14,failed
EMP-e33f51d8-afbb-4806-91a7-14aad54beb09,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-71600c03-f7fd-4c35-a963-1fe56c820825,35.84,processing
EMP-46baf75b-a890-4718-a5a8-b326700cfe3b,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-ea093494-a5bc-4ecf-b4c1-9f6b0eabec86,34.94,processing
EMP-e834a8b7-8740-43b6-86c7-8412cbc0d910,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,25.92,processing
EMP-1f9ef9e7-6f94-4f38-8464-cb7cc7aed1e9,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,30.93,processing
EMP-dd62da3a-4d3a-4f9b-9e7f-21fce2128cd5,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-a2678ab8-daec-4df8-b467-f18355184435,19.89,processing
EMP-b8034faf-a57c-4106-bf31-acb03873aad2,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-ea093494-a5bc-4ecf-b4c1-9f6b0eabec86,12.13,processing
EMP-1df18ba9-f2c5-460d-9025-e4d0ea9edbeb,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-b932844f-34c1-47e5-b3a8-5cf78c321d65,35.58,processing
EMP-e663e354-66e4-4972-8f94-3d343dd31713,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,30.25,processing
EMP-91e57e2a-1524-4941-8afd-5e63412a684b,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,43.64,processing
EMP-51fe0eb8-853c-41bd-8f7d-43a9c65e1a0a,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,35.98,processing
EMP-53a27ef9-a03d-4ca5-89be-988f12b62fed,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-14529809-f882-4603-aef1-dd0a3396c148,35.52,processing
EMP-4aafd777-e7f1-417c-99a1-8c8d256d149e,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-29bf2018-115d-41fa-9cda-ba9698eb6abf,26.18,processing
EMP-2ef160f1-37be-467f-ac51-859fd31b5964,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,39.67,processing
EMP-6ba23d98-932c-4ac5-9841-05d8ad1a0d14,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,32.54,processing
EMP-2b7bbd9e-ba35-46c0-8123-deba08ddf13c,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-52b071ba-5b35-4743-b219-40230551cd8c,25.08,processing
EMP-29eb550e-95be-4f81-a5c6-ea1e7f1e05f5,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-534d4c42-3760-41fe-843b-6ee3e453bfca,30.93,processing
EMP-86050905-d10a-4b3c-bb95-2d09bb0ade48,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-5a32e859-e91a-490c-b4f2-bce67695f30c,31.66,processing
EMP-7f5b4027-2e28-4f01-81c9-a707cd996c29,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-ce86aad4-f030-47b3-b6f2-858c382437d8,24.51,processing
EMP-957ad305-aef5-4881-8707-061d7a0c8cd2,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,30.37,processing
EMP-724d12c1-859f-485a-9cf3-cb29ed936fd9,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-48d5e702-c481-474f-a8fa-0efead047955,40.34,processing
EMP-00836abd-e071-4375-8be1-066aaca4adfb,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-d424bad8-3cc3-4d65-ba9a-77c14face820,21.71,processing
EMP-21bf9695-e2fc-4db7-8d3c-622c9536568d,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-d424bad8-3cc3-4d65-ba9a-77c14face820,35.40,processing
EMP-a01a33b1-26bc-4a36-bd82-9c87fb695b27,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,34.96,processing
EMP-7b005b44-55e1-4b48-a1c7-dc4aa2ea6f2b,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-5cdf258f-4916-477e-b9da-1e60cd15cab3,31.39,processing
EMP-2cc1bd23-ba5c-4308-91a5-870569db4509,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-59f3ee96-0a6f-4fa1-aec9-803c3d2cd6ce,11.46,processing
EMP-3f07406b-a638-435d-a9bb-8634a75f08ee,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-d424bad8-3cc3-4d65-ba9a-77c14face820,37.46,processing
EMP-500a4a0f-3f34-4606-b84a-6dc7cfe2d585,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,11.87,failed
EMP-4dca2c76-a4f1-41af-bbad-3800a11e6895,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-534d4c42-3760-41fe-843b-6ee3e453bfca,37.04,processing
EMP-736d9f9c-1158-4bb2-b48e-bfade8cfdb81,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-534d4c42-3760-41fe-843b-6ee3e453bfca,42.74,failed
EMP-0ab62c3b-a97e-4604-b64a-8de8d5d14d00,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-94dddc86-cf93-4d41-b082-363d23a21e00,48.35,processing
EMP-d8636d77-308e-45a7-8688-9670ee5f0eb8,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-0b4fa181-996b-44e2-a392-3b6b51a8fac4,40.13,processing
EMP-9e83eb93-c5a7-4111-bc26-e7fda3114e99,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-3698d771-ebf5-47d7-8a55-b7910a5e61d9,17.05,processing
EMP-ab788f19-439e-412d-b658-db7fc3263ea2,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-d424bad8-3cc3-4d65-ba9a-77c14face820,57.06,processing
EMP-55dbea7b-fbc0-4f34-8c75-19429dd58535,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-b932844f-34c1-47e5-b3a8-5cf78c321d65,27.74,processing
EMP-bf66c799-69fc-4f4b-83bc-0bb5c5b66d4e,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,28.10,processing
EMP-9db98c13-fdec-4e5d-9fc8-79cf82310268,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-3698d771-ebf5-47d7-8a55-b7910a5e61d9,37.05,processing
EMP-753bfac6-f279-4b7d-bb87-06aa8e8d6883,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-a2678ab8-daec-4df8-b467-f18355184435,23.25,processing
EMP-d4000ccc-97b9-421f-85c0-2591d4c3b9ea,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-770a7c74-286c-4592-8144-4c5e7f69eaa0,34.43,processing
EMP-5541b6a8-3440-4ddd-9194-bbfbdc91b814,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-b19e8df1-77b7-40f4-a290-a909eb741e5b,35.30,processing
EMP-282b6634-0c7a-40dd-90a1-53630e487c47,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-5713fc98-f3fe-4a69-b9f2-f29ab079b917,35.28,processing
EMP-adb13b41-566b-4ca4-8498-daa944153f0c,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-0b4fa181-996b-44e2-a392-3b6b51a8fac4,51.74,processing
EMP-0adae4f5-2bdb-427d-8172-6c7429143d3e,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-3698d771-ebf5-47d7-8a55-b7910a5e61d9,27.45,failed
EMP-15ad0e5a-c5bb-4a12-9fb8-baa08a654643,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-577934f5-f781-4e1f-88b2-48b1458c47e0,16.77,processing
EMP-4b8827c8-1043-4a6e-b821-a9b4ab6e8659,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-5a6fd430-c093-4ed9-ad8b-3ad2d25f4f8e,11.43,processing
EMP-a8426f26-4618-46c1-ac20-30a6b49392cb,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-022992c6-0e0c-4358-bf5f-d6bac61cbcab,41.87,processing
EMP-c3471e4d-3938-4ef5-a93b-7aff299ec450,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-bbfbdfe5-0173-4613-8b07-aadb828e67f6,22.32,processing
EMP-00c73201-b87b-429a-8fe4-6abe8e10c531,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-a4150398-52f2-4797-b0af-26d88b30cf39,43.34,failed
EMP-790e1acc-7715-43c5-94f1-c678f405277e,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,49.53,processing
EMP-40075709-358e-433e-a8c7-f98207273648,CORP-7dc67e67-e879-4da0-8fee-7d14ba4752b8,BRC-0b4fa181-996b-44e2-a392-3b6b51a8fac4,31.98,processing
EMP-c546b170-f442-4b02-9e36-52e0feb864f0,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-52b071ba-5b35-4743-b219-40230551cd8c,19.31,processing
EMP-7b8279a8-c2ce-4dfc-aa8e-4f3d98aa1b1c,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-5a6fd430-c093-4ed9-ad8b-3ad2d25f4f8e,43.98,processing
EMP-22b4302e-a11b-4139-b88f-faa5e8348854,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,46.30,processing
EMP-e37a4e83-95da-4cfa-9eb0-5c6e5ec8bc1b,CORP-55988522-7698-46ba-bddd-4bc2956a6bb4,BRC-5713fc98-f3fe-4a69-b9f2-f29ab079b917,24.63,processing
EMP-2cfee175-dd0a-43ab-b725-800ddd4d4227,CORP-a9804e0b-e8b0-4837-8bbe-aabafcd483dd,BRC-48d5e702-c481-474f-a8fa-0efead047955,47.63,processing
EMP-fc13aa6c-46c5-4e46-abe9-6f111050d9e5,CORP-1f5ba4e7-926a-47c5-9031-b07ad1dd6261,BRC-2d047a52-d2d0-4af0-88d4-f60cad1e613c,55.53,processing
EMP-100dc0d7-594d-4e67-b978-19f2acf93e2e,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-52b071ba-5b35-4743-b219-40230551cd8c,42.53,processing
EMP-2586c11b-aa6e-4a89-9ee6-bd7e033ddf3e,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-6bc356d6-e508-4b82-9801-8129878dabe2,17.66,processing
EMP-4fbeb297-c4e4-4d5d-99da-e1fbd5e235b8,CORP-e4025d0e-0491-49ef-8284-2738c2d0a0cf,BRC-55ed5842-adff-441c-b242-b657e7d69a5a,19.00,processing
